rank,GEO_ID_origin,NAME_origin,GEO_ID_dest,NAME_dest,VAL_origin,VAL_dest,distance_miles,distance_used,dist_floored,gravity,gravity_norm
126,E330000US0648800000,"San Jose-San Francisco-Oakland, CA CFS Area; California",E330000US0699999999,"Remainder of California, California",2676802,957503,148.05,148.05,False,116933666.67298543,0.03817818627447776
127,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US2135000000,"Louisville/Jefferson County-Elizabethtown-Bardstown, KY-IN CFS Area (part); Kentucky",1478665,478383,78.06,78.06,False,116088296.24002741,0.03790217752291331
128,E330000US2135000000,"Louisville/Jefferson County-Elizabethtown-Bardstown, KY-IN CFS Area (part); Kentucky",E330000US1899999999,"Remainder of Indiana, Indiana",478383,1478665,78.06,78.06,False,116088296.24002741,0.03790217752291331
129,E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",1998837,563855,99.52,99.52,False,113795236.0877025,0.03715350611777461
130,E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",563855,1998837,99.52,99.52,False,113795236.0877025,0.03715350611777461
131,E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",E330000US3314800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); New Hampshire",1998837,313807,74.39,74.39,False,113347224.35290833,0.037007232774414256
132,E330000US3314800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); New Hampshire",E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",313807,1998837,74.39,74.39,False,113347224.35290833,0.037007232774414256
133,E330000US3726800000,"Greensboro--Winston-Salem--High Point, NC CFS Area; North Carolina",E330000US3799999999,"Remainder of North Carolina, North Carolina",866810,1250149,98.52,98.52,False,111644384.6691901,0.03645126507446417
134,E330000US3799999999,"Remainder of North Carolina, North Carolina",E330000US3726800000,"Greensboro--Winston-Salem--High Point, NC CFS Area; North Carolina",1250149,866810,98.52,98.52,False,111644384.6691901,0.03645126507446417
135,E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",1102121,4290270,205.85,205.85,False,111586629.41060454,0.036432408303281975
136,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",4290270,1102121,205.85,205.85,False,111586629.41060454,0.036432408303281975
137,E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",2208645,2254797,213.09,213.09,False,109674894.66897538,0.0358082375270305
138,E330000US4299999999,"Remainder of Pennsylvania, Pennsylvania",E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",2254797,2208645,213.09,213.09,False,109674894.66897538,0.0358082375270305
139,E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",2810434,741623,138.11,138.11,False,109271355.48446177,0.03567648422435677
140,E330000US4527300000,"Greenville-Spartanburg-Anderson, SC CFS Area; South Carolina",E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",741623,2810434,138.11,138.11,False,109271355.48446177,0.03567648422435677
141,E330000US2199999999,"Remainder of Kentucky, Kentucky",E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",1304216,726454,93.92,93.92,False,107409198.39168641,0.03506850027512473
142,E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",E330000US2199999999,"Remainder of Kentucky, Kentucky",726454,1304216,93.92,93.92,False,107409198.39168641,0.03506850027512473
143,E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",E330000US4820400000,"Corpus Christi-Kingsville-Alice, TX CFS Area; Texas",4234584,363627,121.06,121.06,False,105066807.45053694,0.034303722641395196
144,E330000US4820400000,"Corpus Christi-Kingsville-Alice, TX CFS Area; Texas",E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",363627,4234584,121.06,121.06,False,105066807.45053694,0.034303722641395196
145,E330000US4414800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Rhode Island",E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",271164,1998837,72.07,72.07,False,104351901.57711902,0.034070309843980774
146,E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",E330000US4414800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Rhode Island",1998837,271164,72.07,72.07,False,104351901.57711902,0.034070309843980774
147,E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",E330000US4799999999,"Remainder of Tennessee, Tennessee",2810434,907962,156.45,156.45,False,104253328.27576868,0.03403812620852041
148,E330000US4799999999,"Remainder of Tennessee, Tennessee",E330000US1312200000,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CFS Area (part); Georgia",907962,2810434,156.45,156.45,False,104253328.27576868,0.03403812620852041
149,E330000US3699999999,"Remainder of New York, New York",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",892946,2941650,159.35,159.35,False,103445608.66140284,0.03377441024013107
150,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US3699999999,"Remainder of New York, New York",2941650,892946,159.35,159.35,False,103445608.66140284,0.03377441024013107
151,E330000US4848400000,"San Antonio-New Braunfels-Pearsall, TX CFS Area; Texas",E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",1051265,4234584,209.41,209.41,False,101514510.36798476,0.033143917371756725
152,E330000US4828800000,"Houston-The Woodlands, TX CFS Area; Texas",E330000US4848400000,"San Antonio-New Braunfels-Pearsall, TX CFS Area; Texas",4234584,1051265,209.41,209.41,False,101514510.36798476,0.033143917371756725
153,E330000US4799999999,"Remainder of Tennessee, Tennessee",E330000US2199999999,"Remainder of Kentucky, Kentucky",907962,1304216,108.11,108.11,False,101317732.55503501,0.03307967050864158
154,E330000US2199999999,"Remainder of Kentucky, Kentucky",E330000US4799999999,"Remainder of Tennessee, Tennessee",1304216,907962,108.11,108.11,False,101317732.55503501,0.03307967050864158
155,E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",1106517,760818,92.61,92.61,False,98157412.40133736,0.03204784352941556
156,E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",E330000US4242800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Pennsylvania",760818,1106517,92.61,92.61,False,98157412.40133736,0.03204784352941556
157,E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",E330000US4899999999,"Remainder of Texas, Texas",3757121,2166305,288.2,288.2,False,97991144.72881043,0.03199355805770926
158,E330000US4899999999,"Remainder of Texas, Texas",E330000US4820600000,"Dallas-Fort Worth, TX-OK CFS Area (part); Texas",2166305,3757121,288.2,288.2,False,97991144.72881043,0.03199355805770926
159,E330000US4799999999,"Remainder of Tennessee, Tennessee",E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",907962,726454,82.95,82.95,False,95861233.1732116,0.03129815376334979
160,E330000US4740000000,"Nashville-Davidson--Murfreesboro, TN CFS Area; Tennessee",E330000US4799999999,"Remainder of Tennessee, Tennessee",726454,907962,82.95,82.95,False,95861233.1732116,0.03129815376334979
161,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",4290270,354346,128.02,128.02,False,92759097.27406724,0.030285323620106986
162,E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",354346,4290270,128.02,128.02,False,92759097.27406724,0.030285323620106986
163,E330000US0647200000,"Sacramento-Roseville, CA CFS Area; California",E330000US0699999999,"Remainder of California, California",747056,957503,89.5,89.5,False,89299130.63487406,0.02915566372746465
164,E330000US0699999999,"Remainder of California, California",E330000US0647200000,"Sacramento-Roseville, CA CFS Area; California",957503,747056,89.5,89.5,False,89299130.63487406,0.02915566372746465
165,E330000US3917800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Ohio",E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",626665,1102121,88.21,88.21,False,88762407.4719354,0.028980426595477355
166,E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",E330000US3917800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Ohio",1102121,626665,88.21,88.21,False,88762407.4719354,0.028980426595477355
167,E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",2208645,1429094,188.87,188.87,False,88483185.96967348,0.0288892623256559
168,E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",1429094,2208645,188.87,188.87,False,88483185.96967348,0.0288892623256559
169,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",4290270,2208645,328.19,328.19,False,87975117.0217011,0.02872338063572284
170,E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",2208645,4290270,328.19,328.19,False,87975117.0217011,0.02872338063572284
171,E330000US2799999999,"Remainder of Minnesota, Minnesota",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",854337,4290270,204.5,204.5,False,87645014.10178083,0.02861560386560779
172,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US2799999999,"Remainder of Minnesota, Minnesota",4290270,854337,204.5,204.5,False,87645014.10178083,0.02861560386560779
173,E330000US5199999999,"Remainder of Virginia, Virginia",E330000US3726800000,"Greensboro--Winston-Salem--High Point, NC CFS Area; North Carolina",858882,866810,93.13,93.13,False,85837726.85017678,0.02802553461479647
174,E330000US3726800000,"Greensboro--Winston-Salem--High Point, NC CFS Area; North Carolina",E330000US5199999999,"Remainder of Virginia, Virginia",866810,858882,93.13,93.13,False,85837726.85017678,0.02802553461479647
175,E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",760818,2941650,162.36,162.36,False,84901173.35952133,0.02771975510128233
176,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",2941650,760818,162.36,162.36,False,84901173.35952133,0.02771975510128233
177,E330000US2199999999,"Remainder of Kentucky, Kentucky",E330000US1899999999,"Remainder of Indiana, Indiana",1304216,1478665,153.21,153.21,False,82157098.26892243,0.026823829823525516
178,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US2199999999,"Remainder of Kentucky, Kentucky",1478665,1304216,153.21,153.21,False,82157098.26892243,0.026823829823525516
179,E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",1102121,1429094,140.16,140.16,False,80175540.39135884,0.026176862181156845
180,E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",E330000US1829400000,"Indianapolis-Carmel-Muncie, IN CFS Area; Indiana",1429094,1102121,140.16,140.16,False,80175540.39135884,0.026176862181156845
181,E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",E330000US0999999999,"Remainder of Connecticut, Connecticut",563855,65480,21.62,21.62,False,78988656.56136051,0.025789351202066164
182,E330000US0999999999,"Remainder of Connecticut, Connecticut",E330000US0927825540,"Hartford-East Hartford-Middletown, CT CFS Area; Connecticut",65480,563855,21.62,21.62,False,78988656.56136051,0.025789351202066164
183,E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",1998837,538785,118.53,118.53,False,76654262.11985202,0.025027184381060552
184,E330000US0940800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); Connecticut",E330000US2514800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Massachusetts",538785,1998837,118.53,118.53,False,76654262.11985202,0.025027184381060552
185,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US2626600000,"Grand Rapids-Kentwood-Muskegon, MI CFS Area; Michigan",4290270,731507,204.22,204.22,False,75250010.90471609,0.024568704157880355
186,E330000US2626600000,"Grand Rapids-Kentwood-Muskegon, MI CFS Area; Michigan",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",731507,4290270,204.22,204.22,False,75250010.90471609,0.024568704157880355
187,E330000US1299945300,"Tampa-St. Petersburg-Clearwater, FL CFS Area; Florida",E330000US1242200000,"Orlando-Lakeland-Deltona, FL CFS Area; Florida",659780,914684,89.57,89.57,False,75222035.37078504,0.02455957030141504
188,E330000US1242200000,"Orlando-Lakeland-Deltona, FL CFS Area; Florida",E330000US1299945300,"Tampa-St. Petersburg-Clearwater, FL CFS Area; Florida",914684,659780,89.57,89.57,False,75222035.37078504,0.02455957030141504
189,E330000US2135000000,"Louisville/Jefferson County-Elizabethtown-Bardstown, KY-IN CFS Area (part); Kentucky",E330000US2199999999,"Remainder of Kentucky, Kentucky",478383,1304216,91.33,91.33,False,74799440.00750302,0.02442159526220263
190,E330000US2199999999,"Remainder of Kentucky, Kentucky",E330000US2135000000,"Louisville/Jefferson County-Elizabethtown-Bardstown, KY-IN CFS Area (part); Kentucky",1304216,478383,91.33,91.33,False,74799440.00750302,0.02442159526220263
191,E330000US4848400000,"San Antonio-New Braunfels-Pearsall, TX CFS Area; Texas",E330000US4899912420,"Austin-Round Rock-Georgetown, TX CFS Area; Texas",1051265,670563,97.29,97.29,False,74475835.71684413,0.024315940258451043
192,E330000US4899912420,"Austin-Round Rock-Georgetown, TX CFS Area; Texas",E330000US4848400000,"San Antonio-New Braunfels-Pearsall, TX CFS Area; Texas",670563,1051265,97.29,97.29,False,74475835.71684413,0.024315940258451043
193,E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",2208645,278516,91.17,91.17,False,74006890.331363,0.02416283219439721
194,E330000US3953400000,"Toledo-Findlay-Tiffin, OH CFS Area; Ohio",E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",278516,2208645,91.17,91.17,False,74006890.331363,0.02416283219439721
195,E330000US3999999999,"Remainder of Ohio, Ohio",E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",423439,1429094,90.67,90.67,False,73607898.65463518,0.02403256362776078
196,E330000US3919800000,"Columbus-Marion-Zanesville, OH CFS Area; Ohio",E330000US3999999999,"Remainder of Ohio, Ohio",1429094,423439,90.67,90.67,False,73607898.65463518,0.02403256362776078
197,E330000US1899999999,"Remainder of Indiana, Indiana",E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",1478665,4290270,294.84,294.84,False,72976261.76924697,0.023826337692500615
198,E330000US1717600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Illinois",E330000US1899999999,"Remainder of Indiana, Indiana",4290270,1478665,294.84,294.84,False,72976261.76924697,0.023826337692500615
199,E330000US3999999999,"Remainder of Ohio, Ohio",E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",423439,2208645,113.29,113.29,False,72867457.81319766,0.02379081380509736
200,E330000US2622000000,"Detroit-Warren-Ann Arbor, MI CFS Area; Michigan",E330000US3999999999,"Remainder of Ohio, Ohio",2208645,423439,113.29,113.29,False,72867457.81319766,0.02379081380509736
201,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US3699999999,"Remainder of New York, New York",2123462,892946,161.44,161.44,False,72752411.27102731,0.02375325174799402
202,E330000US3699999999,"Remainder of New York, New York",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",892946,2123462,161.44,161.44,False,72752411.27102731,0.02375325174799402
203,E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",796192,2123462,152.58,152.58,False,72621812.18842265,0.023710611872810494
204,E330000US3640800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New York",E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",2123462,796192,152.58,152.58,False,72621812.18842265,0.023710611872810494
